subject,scenario,rep,n_items_total,n_items_on_whitelist,evidence_precision,expected_types
s5-petclinic,F2,r9,6,2,0.3333,ChangedFile|KubernetesEvent|PodLog
s5-petclinic,F3,r1,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r10,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r2,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r3,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r4,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r5,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r6,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r7,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r8,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F3,r9,6,3,0.5000,ChangedFile|KubernetesEvent
s5-petclinic,F4,r1,5,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r10,5,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r2,6,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r3,5,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r4,5,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r5,6,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r6,5,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r7,5,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r8,5,0,0.0000,ChangedFile|TestResult
s5-petclinic,F4,r9,5,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r1,8,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r10,8,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r2,7,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r3,7,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r4,7,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r5,7,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r6,7,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r7,7,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r8,9,0,0.0000,ChangedFile|TestResult
s5-petclinic,F5,r9,9,0,0.0000,ChangedFile|TestResult
s5-petclinic,F6,r1,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r10,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r2,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r3,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r4,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r5,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r6,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r7,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r8,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F6,r9,7,3,0.4286,KubernetesEvent|PodLog
s5-petclinic,F7,r1,6,1,0.1667,KubernetesEvent|TestResult
s5-petclinic,F7,r10,8,2,0.2500,KubernetesEvent|TestResult
s5-petclinic,F7,r2,6,1,0.1667,KubernetesEvent|TestResult
s5-petclinic,F7,r3,6,1,0.1667,KubernetesEvent|TestResult
s5-petclinic,F7,r4,7,2,0.2857,KubernetesEvent|TestResult
s5-petclinic,F7,r5,9,3,0.3333,KubernetesEvent|TestResult
s5-petclinic,F7,r6,7,1,0.1429,KubernetesEvent|TestResult
s5-petclinic,F7,r7,7,1,0.1429,KubernetesEvent|TestResult
s5-petclinic,F7,r8,7,1,0.1429,KubernetesEvent|TestResult
s5-petclinic,F7,r9,7,1,0.1429,KubernetesEvent|TestResult
s5-petclinic,F8,r1,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r10,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r2,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r3,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r4,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r5,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r6,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r7,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r8,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F8,r9,5,1,0.2000,PodLog|TestResult|TraceSpan
s5-petclinic,F9,r1,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r10,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r2,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r3,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r4,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r5,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r6,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r7,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r8,5,1,0.2000,JobLog|TestResult
s5-petclinic,F9,r9,5,1,0.2000,JobLog|TestResult
