scenario_id,rep,configuration,engine_mode,diag_component_live,diag_component_v1_port,diag_component_v2_fix,top1_aligned_live,top1_aligned_v1,top1_aligned_v2,gt_component
F8,r1,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r1,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r1,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r1,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r1,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r2,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r2,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r2,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r2,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r2,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r3,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r3,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r3,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r3,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r3,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r4,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r4,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r4,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r4,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r4,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r5,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r5,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r5,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r5,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r5,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r6,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r6,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r6,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r6,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r6,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r7,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r7,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r7,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r7,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r7,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r8,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r8,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r8,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r8,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r8,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r9,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r9,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r9,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r9,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r9,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r10,C1,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r10,C2,rule-grounded,unknown,unknown,unknown,0,0,0,backend
F8,r10,C3,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r10,C4,rule-grounded,backend,backend,backend,1,1,1,backend
F8,r10,C5,rule-grounded,backend,backend,backend,1,1,1,backend
F9,r1,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r1,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r1,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r1,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r1,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r2,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r2,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r2,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r2,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r2,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r3,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r3,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r3,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r3,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r3,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r4,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r4,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r4,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r4,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r4,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r5,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r5,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r5,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r5,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r5,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r6,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r6,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r6,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r6,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r6,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r7,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r7,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r7,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r7,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r7,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r8,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r8,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r8,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r8,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r8,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r9,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r9,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r9,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r9,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r9,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r10,C1,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r10,C2,rule-grounded,unknown,unknown,unknown,0,0,0,seed-job
F9,r10,C3,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r10,C4,rule-grounded,backend,backend,backend,0,0,0,seed-job
F9,r10,C5,rule-grounded,backend,backend,backend,0,0,0,seed-job
F10,r1,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r1,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r1,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r1,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r1,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r2,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r2,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r2,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r2,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r2,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r3,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r3,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r3,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r3,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r3,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r4,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r4,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r4,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r4,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r4,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r5,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r5,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r5,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r5,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r5,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r6,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r6,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r6,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r6,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r6,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r7,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r7,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r7,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r7,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r7,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r8,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r8,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r8,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r8,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r8,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r9,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r9,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r9,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r9,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r9,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r10,C1,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r10,C2,rule-grounded,unknown,unknown,unknown,0,0,0,test-suite
F10,r10,C3,rule-grounded,backend,backend,backend,0,0,0,test-suite
F10,r10,C4,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
F10,r10,C5,rule-grounded,backend,backend,test-suite,0,0,1,test-suite
